,make,model,price,fuel,year,kms,power,doors,shift,color,photos,is_professional,province
12835,38,539,28253,5,2016.0,176874,197.0,5,0,1577,29,True,45
12836,49,531,2899,4,2007.0,156000,88.0,5,1,1577,12,True,45
12837,55,440,8900,0,2016.0,110000,90.0,5,1,881,11,False,27
12838,33,206,23490,4,2020.0,5,140.0,5,1,881,43,True,51
12840,62,645,18500,0,2018.0,75788,178.0,5,1,2592,30,True,32
12841,70,819,21850,0,2017.0,87000,190.0,5,1,1250,23,True,45
12842,69,577,4999,4,2008.0,99000,80.0,5,1,1577,11,True,16
12843,38,412,18950,5,2014.0,86550,223.0,4,0,1208,33,True,1
12846,22,151,10350,0,2016.0,135100,120.0,5,1,881,10,True,29
12847,33,200,3000,0,2004.0,215380,112.0,5,1,1577,10,True,31
12848,44,801,18900,0,2017.0,150000,136.0,4,0,2592,7,False,38
12850,67,256,2800,4,2003.0,190000,135.0,5,1,273,24,True,32
12851,7,687,16900,0,2016.0,64500,116.0,3,1,295,14,True,28
12852,32,807,36250,0,2018.0,19312,200.0,3,0,881,54,True,4
12853,11,155,13450,4,2020.0,3175,82.0,5,1,1577,19,True,44
12854,4,88,39990,4,2015.0,98525,367.0,5,0,3062,34,True,17
12856,22,766,20400,0,2017.0,36819,130.0,4,1,881,39,True,9
12857,69,577,950,0,2002.0,262000,64.0,5,1,295,0,False,29
12858,29,288,8300,0,2010.0,275000,136.0,2,1,881,8,False,45
12859,21,61,10400,0,2016.0,89000,120.0,5,1,881,15,True,29
12860,69,770,6200,0,1997.0,275000,68.0,4,1,3062,4,False,47
12861,36,289,74900,0,2020.0,4800,240.0,5,0,2009,17,True,12
12862,22,766,6990,0,2004.0,170000,100.0,5,1,881,42,True,12
12863,67,835,8850,4,2016.0,78752,69.0,5,1,881,20,True,39
12864,33,587,22500,4,2019.0,10,120.0,5,1,2592,10,True,49
12865,26,867,14599,4,2020.0,4700,120.0,5,1,1577,25,True,7
12868,7,691,23900,0,2017.0,70000,150.0,5,1,2592,9,True,20
12869,51,563,12390,1,2017.0,5700,67.0,3,0,1181,20,True,29
12870,44,232,26999,4,2011.0,164500,435.0,4,0,1577,54,True,2
12871,7,691,16500,0,2009.0,166000,231.0,2,0,295,8,False,31
12872,59,475,29950,0,2020.0,0,150.0,5,0,881,5,True,45
12873,7,816,17999,0,2009.0,252000,286.0,5,0,2809,21,True,39
12874,59,118,15000,0,2018.0,45560,95.0,5,1,810,6,True,45
12876,50,121,8990,0,2016.0,119000,110.0,5,1,881,29,True,9
12877,55,317,600,4,1995.0,170000,110.0,5,1,295,0,False,19
12878,67,125,9900,4,2016.0,67346,116.0,5,1,881,21,True,41
12879,46,484,10900,4,2004.0,165000,163.0,3,1,295,5,False,47
12880,44,213,24990,0,2019.0,57000,116.0,5,0,3062,8,True,45
12881,50,423,14600,0,2017.0,110295,136.0,5,0,2592,51,True,39
12882,59,122,17450,4,2019.0,42000,115.0,5,1,1577,21,True,7
12883,22,335,8900,4,2017.0,40000,82.0,5,1,1577,15,True,31
12885,21,561,11400,0,2016.0,86000,95.0,5,1,2592,17,True,27
12886,20,56,209900,4,2018.0,21000,670.0,2,0,295,36,True,7
12887,7,687,23500,0,2018.0,0,116.0,5,1,881,10,True,2
12888,51,33,6000,0,2009.0,200000,110.0,5,0,2592,3,False,7
12889,47,98,13499,4,2017.0,24526,117.0,5,1,881,23,True,7
12890,44,221,6700,0,2002.0,156000,170.0,4,0,1577,27,False,29
12891,11,155,10900,4,2019.0,24091,82.0,5,1,2173,17,True,8
12892,60,211,9490,4,2019.0,19000,60.0,5,1,881,14,True,7
12893,62,645,4000,0,2010.0,191000,165.0,5,1,2592,9,True,39
12895,24,212,12000,4,2002.0,195000,200.0,3,1,881,3,False,7
12896,4,92,23700,0,2016.0,69000,190.0,4,0,1577,18,True,17
12897,33,200,10950,0,2016.0,68011,115.0,5,1,881,20,True,45
12899,7,811,19500,0,2016.0,84000,150.0,5,1,881,45,True,1
12900,69,752,17900,0,2012.0,93000,140.0,5,1,881,8,True,36
12901,51,59,29400,4,2020.0,10,130.0,5,1,295,15,True,45
12902,50,258,11900,4,2019.0,12666,90.0,5,1,2592,16,True,45
12904,50,258,17700,4,2017.0,49900,207.0,3,1,295,10,False,47
12905,31,325,61655,0,2019.0,1200,300.0,5,0,850,3,True,9
12908,50,423,6000,0,2009.0,210000,160.0,5,1,2592,13,False,31
12909,44,218,12900,0,2010.0,116764,150.0,3,0,295,21,True,45
12910,55,317,25950,0,2017.0,29000,160.0,5,0,2444,24,True,29
12911,50,423,4999,0,2010.0,169000,160.0,5,1,1577,17,True,29
12914,7,691,31900,0,2019.0,7300,190.0,4,0,1577,30,True,29
12916,22,517,15200,0,2017.0,21000,120.0,5,1,881,12,True,39
12917,26,448,20850,4,2018.0,9992,177.0,5,0,2542,11,True,6
12920,46,175,30500,4,2019.0,11146,192.0,5,0,1599,32,True,7
12921,4,89,7990,0,2008.0,114123,140.0,4,1,2592,31,True,45
12922,49,508,3900,0,2008.0,187000,86.0,5,1,881,8,True,4
12923,63,420,45000,4,2010.0,78000,230.0,5,1,295,0,False,29
12924,46,484,6750,4,2008.0,85000,90.0,2,1,295,8,False,4
12925,50,244,13690,0,2019.0,500,102.0,4,1,881,17,True,44
12926,36,634,10500,0,2007.0,163000,190.0,5,0,2592,8,False,29
12927,59,417,6490,0,2013.0,110000,90.0,5,1,881,20,True,7
12929,7,692,59900,0,2020.0,3000,190.0,2,0,1455,26,True,33
12930,22,341,2950,0,2004.0,129000,115.0,5,1,1577,5,True,2
12932,4,89,8900,0,2008.0,173000,140.0,4,1,1577,20,True,18
12933,22,341,2200,0,2005.0,298000,109.0,5,1,3062,7,False,26
12934,59,417,5600,0,2010.0,100000,90.0,5,1,881,0,False,7
12935,44,215,27000,0,2019.0,17000,160.0,4,0,1577,11,False,29
12936,22,335,8500,4,2014.0,68503,100.0,5,1,295,30,True,29
12937,7,690,20950,0,2016.0,52000,190.0,5,0,1577,37,True,7
12938,61,861,3900,4,2007.0,149000,84.0,3,0,2592,10,False,45
12939,59,417,8900,0,2016.0,108339,90.0,5,1,881,7,True,31
12940,69,565,14400,0,2016.0,107000,120.0,4,1,1577,17,True,21
12941,60,332,2999,0,2009.0,240000,105.0,5,1,2623,11,True,23
12942,24,405,25500,4,2019.0,11500,130.0,5,1,1577,11,True,45
12943,49,583,13500,0,2015.0,256000,115.0,4,1,881,7,False,22
12944,49,508,12990,4,2019.0,25733,100.0,5,1,2592,23,True,49
12945,69,377,12900,0,2017.0,117000,110.0,5,1,881,17,True,33
12947,26,740,21700,4,2018.0,35050,177.0,5,1,1287,48,True,29
12948,24,405,17690,4,2016.0,76770,130.0,5,0,1577,33,True,29
12950,49,508,11990,4,2018.0,17000,90.0,5,1,1577,50,True,29
12951,67,125,9390,0,2016.0,106000,90.0,5,1,881,24,True,29
12952,26,867,12900,0,2018.0,87000,95.0,5,1,881,21,True,21
12953,51,40,10000,0,2014.0,60000,115.0,5,1,1577,12,False,7
12954,51,40,8999,4,2014.0,99000,125.0,5,1,2592,36,True,29
12955,33,725,18150,4,2021.0,0,100.0,5,1,2592,31,True,36
12956,55,530,2800,0,2006.0,170450,105.0,2,1,255,18,True,39
12957,60,549,14500,0,2015.0,184000,150.0,5,0,1577,14,True,21
12960,51,40,16193,0,2020.0,2,100.0,5,1,1865,17,True,29
12961,69,702,22900,0,2017.0,68125,150.0,5,0,2592,17,True,29
12962,69,377,15500,0,2010.0,50000,170.0,5,1,881,9,False,0
12963,22,308,21990,4,2020.0,0,125.0,5,1,1577,6,True,7
12966,69,191,4500,0,2009.0,325000,105.0,5,1,3062,10,True,47
12967,27,608,24900,0,2018.0,38000,170.0,5,0,881,34,True,29
12968,11,430,17490,0,2015.0,136000,130.0,4,1,881,22,True,29
12969,38,179,15990,5,2017.0,76095,136.0,5,0,881,13,True,7
12970,67,150,26990,5,2020.0,0,184.0,5,0,1092,12,True,29
12971,43,628,7500,4,2008.0,145000,192.0,4,1,2592,7,False,45
12972,36,633,20800,0,2016.0,130591,150.0,5,1,3509,33,True,7
12973,33,718,17140,4,2019.0,13570,132.0,5,1,295,7,True,42
12974,11,155,13400,0,2019.0,20388,99.0,5,1,295,14,True,7
12975,67,125,9199,0,2017.0,120000,112.0,5,1,881,27,True,29
12976,11,163,6990,0,2012.0,113526,112.0,5,1,1577,52,True,7
12977,24,101,3499,4,2005.0,249000,155.0,4,1,1577,7,True,44
12978,11,160,2990,0,2008.0,99000,92.0,5,1,2592,15,True,32
12979,64,428,13000,4,2016.0,90000,85.0,3,1,881,11,True,39
12980,69,377,8000,0,2015.0,200000,105.0,5,1,295,0,False,16
12981,11,139,15700,0,2019.0,16039,102.0,4,1,881,14,True,36
12982,22,760,15500,4,2015.0,22000,100.0,5,1,2444,21,True,41
12983,4,88,30300,0,2020.0,5912,150.0,5,0,881,15,True,26
12984,35,804,26900,0,2015.0,80000,177.0,5,0,2,51,True,29
12985,4,600,13990,0,2009.0,176000,170.0,5,1,1577,36,True,29
12986,4,87,1990,4,2001.0,230000,75.0,5,1,1577,11,True,7
12987,49,536,15850,0,2020.0,1,95.0,4,1,881,22,True,45
12989,21,58,10500,4,2019.0,21145,69.0,3,1,881,10,True,45
12991,22,762,23940,0,2018.0,60980,170.0,5,1,881,19,True,33
12992,62,103,4990,0,2011.0,170000,138.0,5,1,1577,9,True,7
12993,7,687,17300,0,2017.0,49816,150.0,5,1,804,0,True,7
12994,4,89,21999,0,2016.0,95000,150.0,5,0,1577,14,True,29
12995,4,89,17990,0,2014.0,72400,150.0,5,1,881,10,True,20
12996,7,691,7900,4,1990.0,269000,136.0,2,1,3062,10,True,25
12997,21,58,11450,2,2019.0,9000,69.0,3,1,86,13,True,29
12998,7,691,2600,4,1996.0,206000,150.0,4,1,3421,8,False,7
12999,22,452,8490,0,2010.0,178911,140.0,5,1,881,23,True,7
13001,11,168,35900,6,2020.0,200,225.0,5,0,1082,48,True,44
13003,44,221,199000,4,2020.0,0,612.0,4,0,3496,24,True,29
13004,46,484,8500,4,2008.0,89000,175.0,3,1,1577,9,False,32
13005,69,377,10990,4,2017.0,59000,110.0,5,1,1667,11,True,42
13006,19,279,17000,0,2015.0,55157,180.0,5,0,1577,10,True,31
13007,55,530,17900,4,2020.0,9640,140.0,5,1,1577,21,True,7
13008,22,452,11500,0,2011.0,135000,140.0,5,1,823,13,True,29
13009,33,718,18950,0,2018.0,35312,141.0,5,1,881,10,True,15
13010,51,40,11900,0,2016.0,55129,100.0,5,1,881,8,True,39
13011,69,577,2500,0,2005.0,280000,70.0,5,1,1540,15,False,36
13012,55,239,7900,0,2015.0,152000,90.0,5,1,1577,21,True,3
13013,7,815,29550,0,2016.0,94800,258.0,5,0,1577,10,False,29
13014,50,516,15999,4,2017.0,41000,140.0,5,1,1577,11,False,50
13015,69,770,9990,0,2012.0,329000,140.0,4,1,881,28,True,29
13016,44,225,49990,4,2016.0,68000,367.0,5,0,881,23,True,20
13017,46,263,25100,4,2019.0,14337,136.0,5,1,3089,13,True,36
13018,38,179,21900,5,2019.0,9120,136.0,5,0,3410,9,True,29
13019,49,584,1900,0,2006.0,113830,120.0,5,1,295,12,False,7
13020,44,215,2700,4,2000.0,269900,163.0,4,1,295,5,False,13
13021,50,258,16401,4,2020.0,20,100.0,5,1,3062,26,True,45
13022,70,783,34900,0,2019.0,26000,190.0,5,0,1577,28,True,7
13023,67,835,2000,4,2003.0,251000,87.0,5,1,1577,3,False,31
13025,4,596,25900,4,2019.0,18000,116.0,5,1,881,5,True,46
13026,32,640,21800,4,2020.0,0,120.0,5,1,295,6,True,45
13028,49,455,31000,1,2020.0,10,150.0,5,1,1092,23,True,26
13029,59,417,8799,4,2016.0,73206,110.0,5,1,204,9,True,32
13030,67,125,12500,5,2016.0,69527,136.0,5,0,1577,24,True,29
13032,22,341,18900,0,2019.0,16000,120.0,5,1,1577,18,True,49
13033,55,530,5990,0,2014.0,190255,110.0,5,1,881,17,True,29
13034,22,151,10490,0,2018.0,101504,105.0,5,1,2174,18,True,29
13035,44,213,17900,0,2016.0,85000,136.0,5,1,1577,14,True,29
13036,51,40,9500,0,2015.0,134000,120.0,5,1,295,16,True,46
13037,35,527,1980,0,2006.0,125000,90.0,5,1,2592,8,True,7
13038,51,20,2999,0,2008.0,190000,70.0,3,1,3421,8,True,49
13039,49,508,11200,4,2017.0,35200,71.0,5,1,295,9,True,7
13040,55,530,1100,0,2004.0,248000,100.0,5,1,1577,8,False,28
13041,54,203,25999,0,2013.0,218000,245.0,5,0,2592,13,True,29
13042,49,425,13600,4,2019.0,21480,112.0,5,1,1577,7,True,25
13043,4,603,24990,0,2014.0,170000,245.0,5,0,2444,8,True,31
13044,44,215,76000,4,2018.0,39000,510.0,5,0,295,17,False,7
13045,55,239,8490,4,2015.0,74446,90.0,5,1,881,31,True,47
13046,21,58,9500,4,2019.0,32000,69.0,3,1,881,8,True,36
13047,55,680,6900,0,2009.0,154000,105.0,5,1,823,8,True,9
13048,11,383,19000,0,2018.0,11026,120.0,5,1,1577,12,False,51
13049,55,239,7990,0,2017.0,92000,75.0,5,1,881,8,True,5
13051,51,563,9559,0,2017.0,61224,75.0,4,1,881,8,True,6
13052,44,217,19500,0,2013.0,136000,170.0,4,0,881,30,True,45
13054,20,193,123900,4,2016.0,62000,560.0,2,0,881,39,True,32
13056,59,475,10490,0,2014.0,170497,150.0,5,1,809,30,True,39
13057,44,217,26700,0,2017.0,43000,136.0,4,0,295,5,False,32
13058,22,382,12300,0,2017.0,84203,120.0,5,1,19,27,True,45
13059,49,809,32900,0,2020.0,3,150.0,5,0,2444,13,True,51
13060,47,711,2800,4,2002.0,85000,98.0,5,1,1577,0,False,8
13061,44,225,35200,0,2016.0,78000,204.0,5,0,881,17,True,17
13062,31,701,47700,4,2011.0,32623,510.0,3,0,881,37,True,29
13063,59,757,4999,4,2006.0,68770,150.0,5,1,1577,25,True,29
13064,59,118,17900,4,2019.0,7000,115.0,5,1,295,21,True,41
13065,22,341,10950,4,2018.0,19120,125.0,5,1,2592,17,True,32
13066,1,373,21990,0,2018.0,54500,180.0,4,0,2140,54,True,29
13067,4,91,23900,0,2015.0,43500,150.0,5,0,881,4,False,20
13069,4,597,23900,4,2018.0,89000,150.0,5,1,1577,13,True,21
13070,49,108,2495,0,2005.0,175000,82.0,3,1,1577,22,True,47
13071,55,530,3550,0,2004.0,180000,120.0,4,1,1540,15,True,45
13072,4,88,13900,4,2016.0,116000,125.0,5,0,881,12,True,29
13074,46,484,11990,0,2012.0,102000,112.0,3,1,3062,26,True,46
13075,54,80,58000,4,2004.0,102000,420.0,2,0,2592,10,False,45
13076,63,829,13500,4,2012.0,111000,150.0,5,0,881,16,False,17
13077,51,15,11500,4,2016.0,63900,130.0,5,0,995,28,True,7
13078,4,625,56900,4,2014.0,115000,560.0,5,0,881,21,True,8
13079,7,811,15500,0,2016.0,150000,116.0,5,1,881,8,False,2
13080,60,332,10300,4,2018.0,34175,95.0,5,1,2982,4,True,29
13081,51,17,1250,4,2003.0,207549,110.0,3,1,295,6,True,31
13083,14,297,6343,0,2015.0,106978,75.0,4,1,881,24,True,17
13084,44,801,7500,0,2010.0,528284,95.0,4,1,881,6,True,29
13085,4,92,12000,0,2011.0,83000,177.0,4,1,2592,10,False,3
13086,54,203,33990,0,2014.0,132000,245.0,5,0,881,33,True,47
13087,55,493,21450,0,2016.0,88230,146.0,4,1,881,9,True,36
13089,4,89,2990,4,1999.0,193000,125.0,4,1,1577,17,True,45
13090,7,691,34990,4,2013.0,144000,420.0,2,1,2592,14,True,47
13091,59,757,3500,0,2004.0,180000,130.0,4,1,1540,14,False,12
13092,33,551,11500,0,2016.0,163000,141.0,4,0,2592,19,True,2
13093,50,258,17450,4,2020.0,2500,100.0,5,1,881,19,True,41
13094,64,661,14980,4,2019.0,17000,111.0,5,1,1577,15,True,25
13096,44,213,34088,0,2020.0,0,116.0,5,1,2832,12,True,2
13097,14,478,8490,0,2016.0,121200,90.0,5,1,881,23,True,49
13098,51,64,13350,0,2015.0,95000,180.0,5,0,320,34,True,39
13099,22,308,15995,4,2019.0,14995,125.0,5,1,295,25,True,25
13101,26,864,13235,4,2020.0,50,100.0,5,1,295,12,True,40
13102,22,761,7999,0,2015.0,140000,95.0,5,1,2542,10,True,47
13103,22,151,12490,0,2017.0,64000,105.0,5,0,457,23,True,39
13104,22,432,1300,4,2005.0,127000,70.0,3,1,3421,8,False,32
13105,44,215,10000,0,2012.0,290000,170.0,2,0,2592,8,False,29
13106,11,160,8880,0,2017.0,61246,99.0,5,1,2592,21,True,29
13107,44,215,5999,0,2007.0,153000,150.0,3,1,295,7,False,46
13109,31,810,4490,4,2002.0,67000,156.0,4,1,1577,30,True,32
13110,60,713,12900,4,2017.0,34000,95.0,5,1,1122,19,True,33
13111,55,239,15000,4,2019.0,4000,100.0,5,1,2592,13,True,4
13112,11,155,13600,4,2020.0,5,82.0,5,1,1041,14,True,4
13113,33,848,11500,0,2017.0,83958,90.0,5,1,881,14,True,12
13114,61,860,14990,1,2018.0,13995,82.0,5,0,1041,28,True,23
13115,44,801,8500,0,2002.0,350000,102.0,4,1,881,10,False,39
13116,11,162,14099,4,2018.0,28714,110.0,5,0,2592,20,True,7
13118,4,92,5500,0,2004.0,280000,225.0,4,0,295,15,True,45
13119,24,405,16900,4,2018.0,24000,130.0,5,1,295,42,True,29
13122,49,425,10900,0,2014.0,129000,110.0,5,1,881,15,True,29
13123,51,5,9990,4,2017.0,13637,69.0,5,0,295,1,True,45
13125,18,126,3200,0,2008.0,245000,140.0,4,1,1540,15,False,49
13126,43,503,4499,0,2006.0,190000,143.0,5,1,2592,10,True,42
13127,22,452,17490,4,2019.0,4000,120.0,5,1,881,38,True,2
13128,33,848,7250,4,2014.0,50323,100.0,5,1,881,9,False,45
13129,7,692,26900,0,2016.0,38100,190.0,5,0,2592,34,True,29
13130,69,565,4500,0,2007.0,240000,105.0,5,1,2592,8,False,15
13131,55,198,17100,4,2019.0,26549,90.0,5,1,2573,20,True,47
13133,49,425,10950,4,2015.0,110000,117.0,5,0,3460,15,True,7
13134,69,565,19920,0,2017.0,68333,150.0,4,0,1997,20,True,45
13135,46,484,31100,1,2020.0,0,184.0,3,0,3062,9,True,2
13137,44,213,34390,4,2021.0,5,163.0,5,0,881,8,True,4
13138,67,150,20950,5,2017.0,61723,122.0,5,0,1577,38,True,46
13140,7,692,35000,0,2015.0,60000,190.0,5,0,2592,2,False,45
13142,4,89,10500,0,2010.0,148313,143.0,5,0,2592,9,True,18
13144,11,166,3500,0,2009.0,265000,109.0,4,1,2592,11,False,39
13145,33,848,14500,0,2016.0,60000,136.0,5,1,881,33,True,33
13146,22,341,11650,0,2016.0,98000,120.0,5,1,1378,18,True,35
13147,11,383,15450,0,2016.0,123624,150.0,5,1,1577,22,True,29
13148,4,88,51900,4,2018.0,23698,400.0,5,0,2592,15,True,33
13149,11,155,14790,4,2020.0,0,110.0,5,0,497,39,True,29
13150,21,594,6150,0,2015.0,82000,75.0,5,1,881,8,True,39
13151,51,22,6500,0,2015.0,74000,68.0,5,1,295,6,False,15
13152,44,213,7990,4,2011.0,74000,95.0,5,1,881,18,True,29
13153,7,687,5990,0,2005.0,168000,163.0,5,1,1577,24,True,17
13154,22,335,10990,4,2018.0,37713,85.0,5,1,2907,10,True,7
13157,44,352,27990,0,2020.0,5489,150.0,5,0,3062,30,True,39
13158,7,813,28850,0,2017.0,70000,190.0,5,1,1577,32,True,34
13159,55,436,22000,0,2020.0,9000,115.0,5,0,881,12,True,4
13160,4,596,27000,4,2018.0,36000,150.0,5,0,2444,8,False,6
13161,51,563,6900,0,2012.0,110773,90.0,3,1,881,14,True,7
13162,60,637,9800,0,2015.0,56900,90.0,5,0,3062,6,False,31
13163,59,475,11450,0,2016.0,63800,110.0,5,1,295,42,True,29
13164,1,373,21990,0,2017.0,54500,180.0,4,0,2140,54,True,51
13165,7,692,31980,4,2016.0,93987,306.0,5,0,2592,54,True,8
13166,51,40,13000,4,2012.0,30300,122.0,2,1,295,6,False,1
13167,59,475,13490,0,2017.0,102000,150.0,5,1,881,35,True,29
13168,44,221,8500,0,2005.0,155000,224.0,4,0,295,12,True,49
13169,29,288,15900,0,2016.0,134819,116.0,4,1,901,12,True,29
13170,67,797,10850,4,2014.0,96500,132.0,5,1,881,24,True,7
13171,69,191,6900,0,2014.0,130317,102.0,4,1,881,30,True,29
13172,61,860,23200,1,2020.0,3000,82.0,5,0,295,23,True,29
13173,59,475,18900,4,2019.0,19000,150.0,5,1,3062,22,True,43
13174,11,383,2999,0,2007.0,230000,110.0,5,1,289,9,True,3
13175,22,341,2100,0,2005.0,234000,90.0,3,1,3062,5,False,44
13177,59,273,800,4,2001.0,228000,75.0,5,1,881,7,False,39
13179,67,125,6900,0,2008.0,163500,90.0,5,1,1577,10,True,36
13180,44,174,63990,0,2019.0,39590,286.0,4,0,2592,31,True,29
13181,51,52,2700,0,2007.0,193000,110.0,4,1,1577,7,False,44
13182,69,377,2300,4,2003.0,200000,102.0,5,1,1894,34,True,23
13183,7,691,13500,0,2012.0,195000,143.0,4,1,881,4,False,10
13184,33,545,29900,6,2018.0,8500,141.0,5,1,2592,6,True,29
13185,54,203,104500,4,2019.0,36585,440.0,5,0,485,33,True,36
13186,64,800,26590,5,2020.0,4,129.0,5,1,2254,1,True,3
13187,49,606,21200,0,2019.0,10199,115.0,5,1,110,29,True,45
13188,33,544,20900,6,2021.0,550,141.0,5,0,3282,9,False,45
13189,59,417,5900,4,2016.0,78000,90.0,5,1,3062,12,True,42
13190,7,693,18900,0,2014.0,65000,190.0,4,0,3393,33,True,29
13192,51,40,12900,4,2015.0,60000,130.0,5,1,881,54,True,49
13193,70,818,29990,0,2019.0,65000,150.0,5,1,2730,9,True,29
13194,7,693,31000,0,2017.0,51013,190.0,4,0,237,15,True,45
13195,44,720,29900,0,2019.0,12100,143.0,4,1,881,13,True,10
13196,51,40,9000,0,2017.0,96969,100.0,5,1,881,10,True,29
13198,11,162,10400,4,2018.0,72000,110.0,5,0,1577,11,False,9
13200,70,170,7900,4,2004.0,77000,200.0,2,0,295,10,False,31
13201,50,400,41900,6,2020.0,7348,200.0,5,0,2367,22,True,0
13202,44,213,29890,4,2020.0,3222,136.0,5,0,1840,0,True,47
13203,51,59,12950,0,2014.0,63000,115.0,5,1,881,16,True,18
13205,4,92,16500,0,2011.0,135000,204.0,4,0,1577,20,True,7
13206,44,221,16500,0,2012.0,191000,265.0,2,0,881,13,False,41
13207,55,317,2995,0,2006.0,238000,150.0,5,1,1577,11,True,33
13208,22,452,25900,0,2020.0,8000,120.0,5,1,2592,25,True,10
13209,4,597,35900,0,2019.0,14175,150.0,5,1,102,18,True,2
13210,4,91,33000,0,2017.0,88000,190.0,5,0,1750,24,True,28
13211,51,59,10300,0,2013.0,127078,115.0,5,1,1577,12,True,29
13212,69,565,16990,0,2015.0,98500,150.0,4,1,295,28,True,29
13217,51,40,10950,0,2017.0,56000,120.0,5,1,1577,7,True,5
13218,50,104,8500,4,2015.0,46300,100.0,3,1,255,4,False,6
13220,7,691,8990,0,2006.0,255000,231.0,4,1,295,5,False,36
13221,54,71,56900,4,2017.0,18700,300.0,2,0,1577,8,True,42
13222,21,755,15100,4,2019.0,1,95.0,5,1,881,7,True,2
13223,21,295,8500,0,2017.0,81372,95.0,3,1,881,16,True,32
13224,59,119,1800,4,1999.0,231334,50.0,3,1,3447,4,True,9
13225,46,484,18490,4,2019.0,20000,102.0,5,1,942,15,True,25
13226,55,317,3500,0,2005.0,140000,150.0,5,1,295,9,False,10
13227,67,150,22650,5,2017.0,55399,122.0,5,0,1693,25,True,7
13228,33,551,10999,0,2018.0,160435,141.0,4,1,2592,26,True,29
13229,44,232,3999,4,2000.0,187000,224.0,4,0,1577,14,True,1
13230,59,417,16000,4,2020.0,12900,115.0,5,1,881,14,False,7
13231,49,809,22500,0,2018.0,20495,130.0,5,1,1577,11,True,6
13234,70,821,3000,0,2003.0,272000,163.0,5,0,1577,8,False,5
13235,22,452,11500,0,2010.0,154533,140.0,5,1,2592,17,False,48
13237,11,147,2150,0,2003.0,121900,60.0,3,1,881,10,False,17
13238,50,121,15400,0,2016.0,37167,136.0,3,1,2980,7,True,9
13239,50,258,9400,4,2018.0,32278,90.0,5,1,1882,12,True,6
13240,7,811,27900,0,2018.0,55000,150.0,5,0,2592,0,False,29
13241,44,220,9000,0,2007.0,216854,224.0,4,0,2592,8,False,2
13242,50,245,16500,4,2019.0,6034,110.0,5,1,1577,26,True,29
13243,7,691,4700,0,2008.0,208606,177.0,4,0,2592,12,False,39
13244,4,88,9900,0,2011.0,190000,170.0,5,0,881,12,True,47
13245,69,377,28000,4,2018.0,9500,230.0,5,1,1173,54,True,29
13247,69,752,23000,4,2019.0,18000,150.0,5,1,881,19,True,42
13248,51,563,11500,0,2018.0,15865,75.0,4,1,881,17,True,49
13249,49,455,26995,1,2020.0,9,150.0,5,0,881,14,True,8
13250,51,64,32900,0,2019.0,8900,180.0,5,0,881,14,True,7
13251,70,819,20900,0,2016.0,80600,136.0,5,1,2592,18,False,7
13252,59,118,16500,4,2019.0,950,115.0,5,1,881,14,True,14
13253,59,475,9690,0,2016.0,107000,110.0,5,1,2592,23,True,29
13254,11,139,20400,0,2018.0,45126,130.0,5,0,291,1,True,47
13255,60,332,10490,4,2019.0,17504,75.0,5,1,2592,30,True,39
13256,7,693,19900,4,1999.0,177302,400.0,4,1,1577,12,True,36
13258,49,583,8300,0,2012.0,223000,115.0,5,1,881,8,False,36
13259,55,530,29900,6,2020.0,4895,160.0,5,0,295,18,True,4
13263,46,484,15500,4,2018.0,26305,102.0,5,1,518,11,True,41
13264,67,586,23900,4,2019.0,9999,136.0,5,0,1067,26,True,8
13265,22,335,16990,4,2020.0,1,95.0,5,1,724,17,True,7
13266,51,852,30610,1,2020.0,10,136.0,5,0,2435,17,True,29
13268,7,695,62900,0,2017.0,17482,265.0,4,0,881,11,True,42
13271,44,215,26490,0,2016.0,112406,170.0,2,0,1577,37,True,29
13272,11,163,5900,0,2010.0,152000,110.0,5,1,295,11,True,29
13273,44,225,33500,0,2016.0,75000,170.0,5,0,881,34,True,29
13274,21,145,4000,0,2010.0,190000,105.0,5,1,1577,5,False,31
13275,50,793,600,4,1999.0,201000,100.0,4,1,1540,12,False,7
13276,59,417,2200,0,2007.0,268000,80.0,3,1,2592,22,True,45
13277,1,374,14890,4,2015.0,116000,170.0,5,0,3062,16,True,45
13278,11,541,8228,0,2016.0,54891,80.0,4,1,881,10,True,24
13279,54,80,262000,4,2021.0,70,650.0,2,0,1577,19,True,31
13280,7,696,87900,0,2020.0,27990,320.0,4,0,2854,29,True,45
13281,51,40,5990,4,2013.0,199000,156.0,5,1,295,26,True,29
13282,46,484,7900,0,2012.0,147000,90.0,3,1,881,25,True,20
13283,70,818,38500,4,2020.0,500,129.0,5,0,295,16,True,17
13286,51,22,14500,4,2020.0,5321,100.0,5,1,1577,16,True,7
13288,51,563,10590,0,2018.0,69298,75.0,3,1,881,32,True,29
13289,22,766,7500,0,2008.0,260000,110.0,5,1,1577,35,False,7
13290,21,723,1350,4,2006.0,190000,105.0,3,1,2592,4,False,29
13291,22,341,17350,4,2019.0,16750,125.0,5,1,1577,17,True,45
13292,7,811,21700,0,2018.0,65889,116.0,5,0,108,34,True,7
13294,7,691,19000,0,2008.0,141000,231.0,2,0,881,9,False,29
13296,7,811,9995,0,2011.0,190000,177.0,5,1,2592,20,True,29
13297,7,687,18400,0,2016.0,68000,150.0,5,0,295,20,True,7
13299,11,167,22900,4,2020.0,10,131.0,5,1,1577,20,True,49
13300,22,341,23900,0,2019.0,0,120.0,5,1,295,20,True,7
