,make,price,fuel,year,kms,power,doors,shift,color,photos,is_professional,province
19986,VOLKSWAGEN,9500,Gasolina,2012.0,110000,105.0,3,Manual,Blanco,2,False,Vizcaya
19987,VOLKSWAGEN,10450,Diésel,2016.0,83578,102.0,4,Manual,Rojo,10,True,Pontevedra
19988,SKODA,2300,Diésel,2007.0,220000,80.0,5,Manual,Gris / Plata,8,True,Madrid
19989,VOLKSWAGEN,10100,Diésel,2016.0,88000,110.0,5,Manual,Azul,6,True,Sevilla
19990,BMW,16900,Diésel,2017.0,57137,116.0,5,Manual,Negro,14,False,Madrid
19991,BMW,14990,Diésel,2016.0,173000,150.0,5,Manual,Azul,35,True,Madrid
19993,TOYOTA,23950,Híbrido,2019.0,0,122.0,5,Automático,Blanco,8,True,Alicante
19994,TOYOTA,10500,Diésel,2017.0,58798,90.0,5,Manual,Blanco,10,True,Barcelona
19995,NISSAN,29900,Eléctrico,2019.0,300,150.0,5,Automático,Granate,49,True,Toledo
19996,OPEL,10700,Diésel,2017.0,96552,110.0,5,Manual,Gris / Plata,12,True,Málaga
19997,LAND-ROVER,14990,Diésel,2011.0,226000,211.0,5,Automático,Gris / Plata,11,True,Córdoba
19998,LAND-ROVER,31500,Diésel,2017.0,47000,150.0,5,Automático,Azul,25,True,Salamanca
19999,KIA,19950,Gasolina,2020.0,3773,132.0,5,Manual,Blanco,16,True,Baleares
20000,AUDI,25250,Híbrido enchufable,2018.0,38382,204.0,5,Automático,Negro (A2A2 Negro Brillante),30,True,Madrid
20001,VOLVO,2999,Gasolina,1999.0,131000,140.0,4,Automático,Azul,8,True,Alicante
20002,CITROEN,16400,Diésel,2020.0,12,102.0,3,Manual,Blanco,5,True,Valladolid
20003,VOLKSWAGEN,16879,Diésel,2018.0,134000,140.0,4,Manual,Blanco (B4B4 Blanco Candy),18,True,Valencia
20004,RENAULT,5000,Diésel,2006.0,200000,105.0,2,Manual,Gris / Plata,2,False,Pontevedra
20005,CHEVROLET,4300,Gasolina,2011.0,75735,101.0,5,Manual,Negro,14,True,Madrid
20006,TOYOTA,20590,Híbrido,2017.0,41293,122.0,5,Automático,Gris / Plata,27,True,Madrid
20009,CITROEN,6000,Diésel,2011.0,204000,112.0,5,Manual,Gris / Plata,9,False,Ciudad Real
20011,BMW,37199,Diésel,2020.0,3922,150.0,5,Automático,Negro (475 Pintura metalizada Saphirschwarz),17,True,Málaga
20012,PEUGEOT,26000,Gasolina,2020.0,18,130.0,5,Manual,Gris / Plata,16,True,Asturias
20014,SEAT,12990,Diésel,2016.0,119000,150.0,5,Manual,Blanco,32,True,Madrid
20015,DACIA,7600,Diésel,2018.0,44000,75.0,4,Manual,Azul,8,False,Teruel
20016,SEAT,35990,Diésel,2020.0,18400,177.0,5,Automático,Gris / Plata (INDY),24,True,Barcelona
20017,VOLKSWAGEN,9500,Diésel,2016.0,185000,120.0,5,Manual,Gris / Plata,9,True,Huelva
20018,RENAULT,5700,Diésel,2008.0,167000,105.0,5,Manual,Gris / Plata,4,False,Navarra
20019,AUDI,8000,Diésel,2008.0,127000,105.0,3,Manual,Negro,4,False,Barcelona
20021,KIA,16200,Diésel,2018.0,135000,115.0,5,Manual,Blanco,14,True,Huesca
20022,BMW,18490,Diésel,2017.0,46450,150.0,5,Automático,Blanco,16,True,Málaga
20024,LAND-ROVER,21990,Diésel,2014.0,89990,150.0,5,Manual,Negro,17,True,Murcia
20025,SEAT,32999,Diésel,2019.0,20000,190.0,5,Automático,Gris / Plata,54,True,Madrid
20026,CITROEN,680,Diésel,1995.0,291000,90.0,5,Manual,Granate,10,False,Palencia
20027,NISSAN,8990,Diésel,2011.0,99844,110.0,5,Manual,Rojo,26,True,Vizcaya
20030,CITROEN,16900,Gasolina,2020.0,3349,110.0,5,Manual,Gris / Plata,17,True,Sevilla
20032,PEUGEOT,8100,Diésel,2009.0,153000,204.0,2,Automático,Negro,3,False,Salamanca
20033,BMW,16200,Diésel,2016.0,68984,150.0,5,Manual,Blanco,45,True,Badajoz
20035,LAND-ROVER,6000,Diésel,2008.0,315000,160.0,5,Automático,Negro,0,False,Vizcaya
20037,MERCEDES-BENZ,26980,Diésel,2018.0,26603,136.0,4,Manual,Marrón (MARRON DOLOMITA),15,True,Zaragoza
20038,SUZUKI,3200,Gasolina,1995.0,120000,69.0,3,Manual,Verde,7,True,Toledo
20040,PEUGEOT,5000,Gasolina,2007.0,199999,150.0,3,Manual,Blanco,13,True,Asturias
20041,SKODA,12589,Gasolina,2020.0,0,95.0,5,Manual,Blanco,20,True,Segovia
20042,MERCEDES-BENZ,13800,Diésel,2010.0,115000,170.0,2,Manual,Blanco,9,False,Huelva
20044,VOLKSWAGEN,23300,Diésel,2020.0,10,110.0,4,Manual,Blanco,9,True,León
20045,LEXUS,37850,Híbrido,2018.0,13000,223.0,2,Automático,Rojo,21,True,Madrid
20046,MERCEDES-BENZ,14200,Diésel,2014.0,91820,136.0,5,Automático,Rojo,35,True,Girona
20047,LEXUS,10900,Eléctrico,2007.0,159965,272.0,5,Automático,Gris / Plata (Oro),20,True,Madrid
20048,RENAULT,16950,Gasolina,2019.0,15297,140.0,5,Automático,Azul,18,True,Baleares
20049,BMW,26990,Diésel,2016.0,44627,190.0,5,Automático,Negro,19,True,Tarragona
20050,BMW,8900,Diésel,2010.0,220000,184.0,5,Automático,Azul,10,True,Valladolid
20051,SEAT,7990,Gasolina,2012.0,93000,105.0,5,Manual,Blanco,14,True,Granada
20052,MERCEDES-BENZ,30990,Gasolina,2020.0,5420,163.0,5,Automático,Azul (AZUL DENIM),24,True,Jaén
20053,HONDA,11900,Gasolina,2010.0,60000,150.0,5,Manual,Gris / Plata,9,False,Barcelona
20054,MERCEDES-BENZ,30500,Diésel,2019.0,5924,150.0,5,Automático,Blanco,21,True,Barcelona
20055,MERCEDES-BENZ,9800,Gasolina,2005.0,29000,163.0,4,Automático,Beige,5,False,Tarragona
20056,FORD,6500,Gasolina,2016.0,82000,82.0,5,Manual,Azul,9,True,Córdoba
20057,HYUNDAI,15800,Diésel,2017.0,53816,115.0,4,Manual,Azul,35,True,Valladolid
20058,TOYOTA,9500,Gasolina,2020.0,8766,72.0,5,Manual,Blanco,9,True,Barcelona
20059,AUDI,16900,Diésel,2014.0,63000,110.0,5,Automático,Negro,32,True,Barcelona
20060,RENAULT,7900,Diésel,2015.0,137500,90.0,4,Manual,Blanco,18,True,Salamanca
20061,AUDI,12999,Gasolina,2016.0,34500,95.0,3,Manual,Blanco,54,True,Alicante
20062,DFSK,26495,Gasolina,2020.0,0,149.0,5,Automático,Blanco,6,True,Valladolid
20063,BMW,5477,Diésel,2007.0,201821,122.0,5,Manual,Negro,35,True,Girona
20064,OPEL,12950,Diésel,2016.0,64000,136.0,5,Manual,Blanco,31,True,Girona
20065,VOLKSWAGEN,25266,Diésel,2019.0,19125,140.0,2,Manual,Blanco,7,True,Barcelona
20066,CITROEN,6900,Diésel,2011.0,82000,90.0,5,Manual,Blanco,14,True,Barcelona
20067,HONDA,13495,Diésel,2013.0,149000,150.0,5,Manual,Granate,9,True,Sevilla
20068,CITROEN,8000,Gasolina,2017.0,70700,110.0,5,Manual,Blanco,3,False,Las Palmas
20069,PEUGEOT,16690,Diésel,2018.0,19691,120.0,5,Manual,Blanco,35,True,Madrid
20070,FERRARI,99500,Gasolina,1996.0,42199,380.0,2,Manual,Rojo,47,True,Toledo
20071,OPEL,19500,Gasolina,2021.0,0,130.0,5,Manual,Azul,12,True,Ciudad Real
20072,NISSAN,16900,Diésel,2017.0,99900,110.0,5,Manual,Blanco (BLANCO PERLA),43,True,Cuenca
20073,MERCEDES-BENZ,19900,Híbrido,2014.0,168000,231.0,5,Automático,Negro,22,True,Málaga
20074,OPEL,5600,Gasolina,2009.0,171000,140.0,5,Manual,Azul,8,True,Zaragoza
20075,SKODA,4200,Diésel,2009.0,175000,105.0,5,Manual,Azul,11,True,Baleares
20076,BMW,15490,Gasolina,2011.0,143500,204.0,4,Manual,Gris / Plata,31,True,Barcelona
20077,RENAULT,12900,Eléctrico,2015.0,15676,60.0,3,Automático,Blanco (BLANCO MINERAL),12,True,Tarragona
20078,FORD,23900,Diésel,2018.0,13606,180.0,5,Manual,Negro,0,True,Alicante
20079,AUDI,23900,Diésel,2016.0,22000,150.0,4,Manual,Gris / Plata,22,True,Teruel
20080,VOLKSWAGEN,16900,Diésel,2019.0,14794,102.0,4,Automático,Azul (3S3S Blue Starlight metalizado),19,True,Madrid
20081,PORSCHE,146500,Gasolina,2020.0,6400,460.0,5,Automático,2H Gris Volcano (metalizado),24,True,Madrid
20082,SEAT,7299,Diésel,2011.0,180000,120.0,5,Manual,Rojo,6,False,Murcia
20084,AUDI,31900,Diésel,2015.0,127000,262.0,4,Automático,Gris / Plata,15,False,Valencia
20085,CITROEN,16990,Gasolina,2019.0,11976,110.0,5,Automático,Marrón,23,True,Guipúzcoa
20086,LAND-ROVER,25900,Diésel,2016.0,129796,150.0,5,Automático,Gris / Plata,27,True,A Coruña
20087,VOLKSWAGEN,11250,Diésel,2016.0,106000,115.0,5,Manual,Gris / Plata,14,True,Madrid
20088,RENAULT,8990,Diésel,2017.0,88900,75.0,4,Manual,Blanco,13,True,Valencia
20089,BMW,15900,Diésel,2011.0,188630,245.0,5,Automático,Negro,10,False,Madrid
20090,HYUNDAI,10250,Gasolina,2019.0,15005,66.0,5,Manual,Azul,24,True,Burgos
20091,HYUNDAI,24990,Híbrido,2020.0,5,141.0,5,Automático,Azul (Blue Lagoon),38,True,Ávila
20092,OPEL,12800,Diésel,2017.0,90138,136.0,5,Manual,GK2 Gris Mercurio (metalizado),29,True,Valencia
20093,PEUGEOT,19900,Diésel,2018.0,18500,130.0,2,Manual,Blanco,11,False,Barcelona
20094,TOYOTA,10990,Diésel,2014.0,89000,124.0,5,Manual,Blanco,54,True,Madrid
20097,VOLKSWAGEN,10900,Diésel,2017.0,145133,102.0,4,Manual,Blanco Candy (sólido),10,True,Sevilla
20098,MERCEDES-BENZ,29900,Diésel,2017.0,25285,177.0,5,Automático,Rojo Júpiter (sólido),50,True,Vizcaya
20099,CITROEN,12900,Gasolina,2017.0,32000,82.0,5,Manual,Blanco,16,True,Madrid
20100,PEUGEOT,6500,Gasolina,2012.0,62504,95.0,3,Manual,Azul,36,True,Granada
20101,AUDI,22990,Diésel,2013.0,114300,245.0,5,Automático,Negro,37,True,Valencia
20102,TOYOTA,4990,Diésel,2010.0,129500,90.0,5,Manual,Blanco,27,True,Barcelona
20103,TOYOTA,11790,Gasolina,2016.0,66755,116.0,5,Manual,Gris / Plata,24,True,Madrid
20104,RENAULT,19900,Gasolina,2017.0,47411,130.0,5,Manual,Gris / Plata (Gris),21,True,Barcelona
20106,CITROEN,15900,Diésel,2019.0,14922,102.0,5,Manual,Negro,14,True,Huelva
20107,FORD,21990,Diésel,2019.0,110000,130.0,4,Manual,Gris / Plata,45,True,Madrid
20108,VOLVO,18495,Diésel,2018.0,52213,120.0,5,Manual,Negro,45,True,Castellón
20109,MERCEDES-BENZ,33500,Diésel,2016.0,90000,170.0,5,Automático,Gris / Plata,4,False,Barcelona
20111,VOLVO,2950,Diésel,2004.0,382000,115.0,4,Manual,Gris / Plata,10,False,Cantabria
20112,FORD,9700,Diésel,2012.0,179000,140.0,5,Manual,Blanco,21,True,Badajoz
20113,SEAT,3780,Diésel,2008.0,170000,100.0,5,Manual,Blanco,14,True,Barcelona
20114,TOYOTA,13995,Híbrido,2017.0,6000,100.0,5,Automático,Gris / Plata,16,True,Barcelona
20115,NISSAN,23900,Diésel,2019.0,14657,115.0,5,Manual,Rojo,25,True,Vizcaya
20116,VOLKSWAGEN,2990,Diésel,2004.0,200000,105.0,3,Manual,Gris / Plata,9,True,Álava
20117,AUDI,19700,Diésel,2015.0,101000,190.0,5,Manual,Azul,43,True,Cádiz
20118,NISSAN,12499,Diésel,2015.0,242218,130.0,5,Manual,Blanco,11,True,Madrid
20119,VOLKSWAGEN,10910,Diésel,2017.0,80743,102.0,4,Manual,Blanco (BLANCO),14,True,Barcelona
20120,MERCEDES-BENZ,5950,Diésel,2007.0,229174,122.0,3,Automático,Negro,14,True,Alicante
20121,MERCEDES-BENZ,17000,Diésel,2013.0,185000,109.0,5,Automático,Rojo,29,True,Vizcaya
20122,MERCEDES-BENZ,1800,Gasolina,2000.0,145000,136.0,2,Manual,Azul,12,False,Barcelona
20124,VOLKSWAGEN,25490,Gasolina,2015.0,140000,300.0,5,Manual,Blanco,10,False,Asturias
20125,CITROEN,2600,Gasolina,2007.0,63000,61.0,5,Manual,Gris / Plata,20,False,Barcelona
20126,CITROEN,7990,Diésel,2011.0,90000,92.0,5,Manual,Granate,30,True,Valladolid
20127,BMW,14995,Diésel,2015.0,81900,116.0,5,Manual,Gris / Plata,17,True,Granada
20128,BMW,2200,Diésel,2002.0,248000,150.0,4,Manual,Gris / Plata,8,False,Castellón
20129,NISSAN,9339,Diésel,2017.0,87000,90.0,4,Manual,Blanco,11,True,Barcelona
20130,RENAULT,30500,Diésel,2019.0,9200,175.0,5,Automático,Gris / Plata (GRIS PLATA),17,True,Murcia
20131,RENAULT,18950,Gasolina,2020.0,5172,140.0,5,Manual,Gris / Plata,25,True,Vizcaya
20133,CITROEN,28250,Diésel,2020.0,2,131.0,5,Manual,Gris / Plata (Gris Platino),11,True,Asturias
20134,RENAULT,9990,Gasolina,2008.0,119000,200.0,3,Manual,Rojo,40,True,Pontevedra
20135,FIAT,12635,Diésel,2019.0,16510,95.0,5,Manual,695 Gris Oscuro (metalizado),54,True,Barcelona
20136,FIAT,19900,Diésel,2018.0,58000,145.0,5,Manual,Blanco,13,True,Huelva
20137,VOLKSWAGEN,18500,Diésel,2016.0,99000,150.0,5,Manual,Azul,25,True,Madrid
20138,FORD,11990,Diésel,2016.0,154000,100.0,4,Manual,Blanco,12,True,Navarra
20139,VOLKSWAGEN,17000,Diésel,2016.0,41000,150.0,4,Manual,Blanco,11,True,Sevilla
20140,MERCEDES-BENZ,22400,Diésel,2016.0,38409,136.0,5,Manual,Gris / Plata,20,True,Málaga
20142,FORD,19200,Diésel,2019.0,8798,120.0,5,Manual,PN3JV Azul BÃ¡ltico (sÃ³lido),28,True,Zaragoza
20143,PEUGEOT,18900,Diésel,2017.0,95000,120.0,5,Manual,Gris / Plata,12,True,León
20144,JAGUAR,3900,Diésel,2004.0,314688,130.0,5,Manual,Gris / Plata,11,True,Baleares
20145,PEUGEOT,3200,Gasolina,2007.0,154000,211.0,4,Automático,Beige,6,False,Ávila
20146,VOLKSWAGEN,6480,Diésel,2012.0,192000,105.0,5,Manual,8E8E Plata Reflex (metalizado),22,True,Sevilla
20147,OPEL,11600,Diésel,2015.0,21888,136.0,5,Manual,GWJ Azul OcÃ©ano (metalizado),37,True,Málaga
20148,SSANGYONG,13990,Gasolina,2020.0,14493,163.0,5,Manual,Negro (BLANC),24,True,Barcelona
20149,RENAULT,12900,Gasolina,2015.0,63000,130.0,5,Manual,Blanco,17,True,Madrid
20150,VOLVO,39990,Diésel,2018.0,64000,190.0,5,Automático,Blanco,38,True,Madrid
20151,PEUGEOT,12053,Gasolina,2021.0,1,72.0,5,Manual,Rojo,12,True,Madrid
20152,FERRARI,95900,Gasolina,2005.0,14000,490.0,2,Automático,Rojo (ROSSO CORSA),25,True,Tarragona
20153,VOLKSWAGEN,14490,Diésel,2017.0,89775,120.0,4,Manual,Z2Z2 Azul Noche (metalizado),10,True,Madrid
20154,HYUNDAI,4490,Diésel,2008.0,208500,115.0,5,Manual,Gris / Plata,27,True,Málaga
20155,LAMBORGHINI,320000,Gasolina,2015.0,6000,700.0,2,Automático,Gris / Plata,1,True,Madrid
20156,OPEL,14900,Diésel,2016.0,79125,170.0,5,Automático,Marrón,14,True,Madrid
20157,KIA,10499,Gasolina,2012.0,80729,135.0,5,Manual,Blanco,29,True,Barcelona
20158,TOYOTA,11900,Diésel,2012.0,136500,150.0,5,Manual,Negro,18,True,Guipúzcoa
20159,MERCEDES-BENZ,24990,Diésel,2014.0,52000,170.0,4,Automático,Gris / Plata,25,True,Granada
20160,PEUGEOT,7490,Gasolina,2013.0,129990,82.0,5,Manual,Rojo,28,True,Sevilla
20162,AUDI,16900,Diésel,2012.0,276000,245.0,5,Automático,Gris / Plata,8,False,Madrid
20163,FORD,22900,Gasolina,2018.0,20377,150.0,5,Manual,Negro,20,True,León
20164,BMW,29390,Diésel,2015.0,95000,231.0,5,Automático,Blanco,54,True,Madrid
20165,TOYOTA,24100,Híbrido,2020.0,3000,180.0,5,Automático,Blanco,13,True,Murcia
20168,CITROEN,8000,Diésel,2010.0,165000,92.0,3,Manual,Negro,9,False,Girona
20169,OPEL,23900,Gasolina,2020.0,10000,130.0,5,Manual,Rojo,15,True,Valencia
20170,MERCEDES-BENZ,95300,Gasolina,2021.0,0,367.0,5,Automático,Negro (NEGRO OBSIDIANA METALIZAD),11,True,Asturias
20171,NISSAN,14500,Eléctrico,2016.0,60167,109.0,5,Automático,Blanco,18,True,Segovia
20173,FORD,7200,Gasolina,2016.0,43000,85.0,5,Manual,Blanco,8,False,Barcelona
20174,VOLVO,11990,Diésel,2014.0,139000,115.0,5,Manual,Negro,16,True,Salamanca
20175,NISSAN,10990,Gasolina,2015.0,50000,115.0,5,Manual,Blanco,24,True,Sevilla
20177,NISSAN,10750,Diésel,2014.0,48695,110.0,5,Manual,Rojo (*BIL*),32,True,Castellón
20178,KIA,11900,Diésel,2014.0,93414,115.0,5,Manual,Blanco (*GET*),29,True,Albacete
20179,MINI,14900,Diésel,2017.0,64000,95.0,5,Manual,Blanco,7,False,Cantabria
20180,DACIA,14999,Diésel,2016.0,45431,107.0,5,Manual,Azul,36,True,Álava
20181,LAND-ROVER,32900,Diésel,2017.0,57000,150.0,5,Automático,Blanco,11,True,Murcia
20182,MERCEDES-BENZ,18490,Diésel,2015.0,71974,136.0,5,Automático,Negro (negro),54,True,Burgos
20184,AUDI,25900,Diésel,2017.0,114440,190.0,5,Automático,Azul,1,True,Valladolid
20185,BMW,39500,Diésel,2020.0,6001,190.0,4,Automático,300 Alpinweiss (sÃ³lido),23,True,Madrid
20186,MITSUBISHI,11900,Diésel,2015.0,123000,114.0,5,Manual,Gris / Plata,25,True,Guipúzcoa
20187,OPEL,8990,Diésel,2016.0,110000,136.0,5,Manual,Blanco,4,True,Madrid
20188,PEUGEOT,11995,Gasolina,2018.0,64128,82.0,5,Manual,Gris / Plata,52,True,Alicante
20191,BMW,37900,Diésel,2017.0,35009,190.0,5,Automático,Negro,54,True,Baleares
20192,MERCEDES-BENZ,19990,Diésel,2014.0,97300,136.0,5,Automático,Blanco,35,True,Madrid
20193,TOYOTA,9500,Diésel,2012.0,135000,177.0,5,Manual,Negro,12,False,Madrid
20195,NISSAN,1200,Diésel,2000.0,266000,90.0,5,Manual,Granate,5,False,Sevilla
20196,AUDI,42500,Diésel,2016.0,83100,272.0,5,Automático,Blanco,54,True,Madrid
20197,MERCEDES-BENZ,24000,Diésel,2017.0,4600,136.0,5,Automático,Negro,7,False,Tenerife
20198,SEAT,13900,Diésel,2014.0,70000,150.0,5,Manual,Azul,26,True,Barcelona
20199,TATA,2499,Diésel,2002.0,83000,87.0,5,Manual,Granate,12,True,Madrid
20200,MERCEDES-BENZ,14500,Diésel,2010.0,215000,204.0,2,Automático,Gris / Plata,15,True,Madrid
20201,LAND-ROVER,41890,Diésel,2013.0,88650,122.0,5,Manual,Rojo,18,True,Granada
20202,BMW,92900,Diésel,2020.0,3990,265.0,5,Automático,Marrón (Manhattan metalizado),21,True,Barcelona
20204,PEUGEOT,23000,Diésel,2019.0,13000,130.0,5,Manual,Azul,4,False,Ciudad Real
20205,AUDI,4000,Gasolina,1999.0,225000,180.0,3,Manual,Gris / Plata,6,False,Alicante
20206,VOLKSWAGEN,6999,Diésel,2013.0,240000,105.0,3,Manual,Blanco,53,True,Almería
20207,DS,39835,Eléctrico,2020.0,1,136.0,5,Automático,Azul Millenium (metalizado),34,True,Madrid
20208,PEUGEOT,33900,Diésel,2019.0,12,160.0,5,Automático,Azul,20,True,Lleida
20209,MERCEDES-BENZ,15490,Diésel,2008.0,214000,204.0,4,Automático,Marrón,15,True,Cantabria
20210,HYUNDAI,15900,Diésel,2015.0,130300,136.0,5,Automático,Blanco (BLANCO),7,True,Vizcaya
20211,RENAULT,700,Diésel,2003.0,250000,80.0,5,Manual,Azul,0,False,Almería
20212,RENAULT,9850,Diésel,2017.0,99000,90.0,4,Manual,Blanco (MFP02 Blanco),30,True,Barcelona
20213,SEAT,5400,Diésel,2010.0,119000,105.0,5,Manual,Blanco,7,True,Zaragoza
20215,NISSAN,17990,Diésel,2018.0,57000,115.0,5,Manual,Rojo (Textil N-Connecta color negro),27,True,Madrid
20217,RENAULT,10150,Diésel,2016.0,60000,110.0,5,Manual,Azul,7,True,Barcelona
20218,BMW,19999,Diésel,2008.0,195200,235.0,5,Automático,Negro,15,False,Granada
20219,VOLKSWAGEN,18900,Gasolina,2018.0,35828,150.0,5,Manual,2T2T Negro Profundo (efecto perla),17,True,Madrid
20220,MERCEDES-BENZ,6300,Gasolina,2005.0,139000,163.0,3,Manual,Gris / Plata,5,False,Tenerife
20221,PEUGEOT,19990,Diésel,2019.0,13797,130.0,5,Manual,Marrón,52,True,Sevilla
20222,NISSAN,10500,Diésel,2018.0,57630,90.0,5,Manual,Blanco,8,True,Sevilla
20226,HYUNDAI,11900,Diésel,2016.0,90171,115.0,4,Manual,Negro,15,True,Barcelona
20228,RENAULT,7900,Diésel,2014.0,125000,75.0,5,Manual,Rojo,15,True,Badajoz
20229,TOYOTA,9900,Diésel,2010.0,248000,150.0,5,Manual,Negro,14,True,Asturias
20230,OPEL,5600,Diésel,2010.0,120000,150.0,2,Manual,Negro,10,True,Málaga
20231,TOYOTA,4500,Diésel,2015.0,124000,90.0,3,Manual,Blanco,16,True,Barcelona
20232,CITROEN,13150,Diésel,2019.0,23944,99.0,5,Manual,Gris / Plata (Plata),40,True,Madrid
20233,PEUGEOT,17600,Diésel,2019.0,11500,100.0,5,Manual,Gris / Plata (Oxford Mistral),29,True,Málaga
20234,TOYOTA,26350,Híbrido,2020.0,4,180.0,5,Automático,Azul (AZUL DENIM),13,True,Salamanca
20235,OPEL,7290,Gasolina,2014.0,29990,100.0,5,Manual,Gris / Plata,29,True,Valencia
20237,LAND-ROVER,18500,Diésel,2014.0,106000,150.0,5,Automático,Blanco (Blanc),5,False,Málaga
20238,TOYOTA,700,Gasolina,2004.0,316000,65.0,3,Manual,Azul,5,False,Tenerife
20239,VOLKSWAGEN,7490,Diésel,2011.0,180000,105.0,5,Manual,Blanco,33,True,Madrid
20240,AUDI,21000,Diésel,2017.0,90000,150.0,5,Automático,Negro,11,False,Málaga
20241,AUDI,87900,Gasolina,2019.0,3000,450.0,5,Automático,Gris / Plata (Gris Daytona),37,True,Segovia
20242,AUDI,17500,Diésel,2016.0,59000,150.0,3,Manual,Azul,17,True,Álava
20243,MERCEDES-BENZ,8990,Diésel,2007.0,89350,109.0,5,Manual,Negro,1,True,Valencia
20245,CITROEN,3250,Diésel,2008.0,167000,110.0,5,Manual,Marrón,10,False,Málaga
20246,OPEL,4900,Gasolina,2006.0,149000,170.0,3,Manual,Blanco,6,False,A Coruña
20247,JAGUAR,10999,Diésel,2010.0,180000,240.0,4,Automático,Beige,7,True,Alicante
20248,VOLKSWAGEN,2990,Diésel,2004.0,280000,140.0,5,Manual,Azul,27,True,Valencia
20249,TOYOTA,20000,Híbrido,2018.0,38000,122.0,5,Automático,Gris / Plata,4,False,Vizcaya
20250,PEUGEOT,16850,Gasolina,2020.0,1,110.0,5,Manual,Blanco (BLANCO BANQUISE),28,True,Castellón
20251,CITROEN,17450,Diésel,2017.0,73000,160.0,4,Manual,Blanco (MFP02 Blanco),24,True,Madrid
20254,NISSAN,16980,Diésel,2015.0,114000,130.0,5,Manual,Blanco,24,True,Córdoba
20255,HYUNDAI,13990,Gasolina,2018.0,27000,132.0,5,Manual,Blanco,15,True,Tenerife
20256,AUDI,63890,Gasolina,2017.0,59000,450.0,2,Automático,Negro (Mythos schwarz),50,True,Pontevedra
20257,AUDI,19999,Diésel,2015.0,150000,190.0,5,Automático,Azul,49,True,Salamanca
20260,PORSCHE,162900,Gasolina,2020.0,7900,450.0,2,Automático,Negro,21,True,Barcelona
20261,VOLKSWAGEN,26950,Híbrido enchufable,2017.0,51196,204.0,5,Automático,Negro,6,True,Madrid
20262,AUDI,21800,Diésel,2014.0,105000,177.0,5,Manual,Negro,20,True,Barcelona
20264,MITSUBISHI,13500,Diésel,2007.0,222029,160.0,3,Manual,Beige,54,False,Segovia
20266,VOLKSWAGEN,6800,Diésel,2015.0,147500,75.0,3,Manual,Negro,6,False,Madrid
20268,VOLVO,14900,Diésel,2015.0,315040,136.0,5,Manual,Blanco,10,True,Orense
20269,LAND-ROVER,55000,Diésel,2017.0,72990,258.0,5,Automático,Blanco,8,True,Málaga
20270,NISSAN,28500,Eléctrico,2020.0,230,150.0,5,Automático,Rojo,17,True,Salamanca
20271,RENAULT,1850,Gasolina,2000.0,139000,110.0,5,Manual,Gris / Plata,11,False,Vizcaya
20272,FIAT,10500,Gasolina,2019.0,29654,69.0,3,Manual,Gris / Plata,29,True,Málaga
20273,BMW,29990,Diésel,2018.0,72300,190.0,4,Automático,Blanco,31,True,Tarragona
20274,AUDI,19000,Diésel,2016.0,122000,150.0,5,Manual,Negro,0,False,Cádiz
20275,FORD,14900,Diésel,2016.0,112850,150.0,5,Automático,Blanco (Tela Ébano Prada/Omni Ébano),14,True,Vizcaya
20276,VOLKSWAGEN,17450,Diésel,2018.0,35000,115.0,5,Manual,Blanco,24,True,Cádiz
20277,CITROEN,6800,Diésel,2009.0,162156,136.0,5,Automático,Gris / Plata,14,False,Valencia
20278,AUDI,4995,Diésel,2004.0,180000,140.0,3,Manual,Azul,11,True,Madrid
20279,SUZUKI,14999,Gasolina,2019.0,19000,111.0,5,Manual,Gris / Plata,15,True,Las Palmas
20280,PEUGEOT,16450,Diésel,2018.0,77000,110.0,4,Manual,Blanco,8,True,Barcelona
20281,MERCEDES-BENZ,17900,Gasolina,2017.0,124000,122.0,5,Automático,Blanco (Tela Vianen Negro),33,True,Málaga
20283,MERCEDES-BENZ,22900,Diésel,2018.0,32700,136.0,5,Automático,Blanco (Blanco Cirro),13,True,Zaragoza
20284,MERCEDES-BENZ,26800,Diésel,2016.0,150000,204.0,2,Automático,Negro,6,False,Toledo
20285,HYUNDAI,22900,Gasolina,2020.0,25,140.0,5,Manual,Negro,34,True,Badajoz
20286,TOYOTA,9500,Diésel,1999.0,175000,125.0,3,Manual,Gris / Plata,6,False,Barcelona
20287,FORD,8000,Gasolina,1991.0,73000,123.0,5,Manual,Blanco,9,False,Guipúzcoa
20288,FORD,9500,Diésel,2013.0,111000,163.0,5,Manual,Blanco,10,True,Málaga
20289,OPEL,5500,Diésel,2011.0,180000,130.0,5,Manual,Gris / Plata,5,False,Granada
20291,HONDA,16500,Diésel,2015.0,128941,120.0,5,Manual,Negro,19,True,A Coruña
20293,JAGUAR,4990,Diésel,2007.0,117000,155.0,4,Manual,Negro,9,True,La Rioja
20294,HONDA,35900,Gasolina,2020.0,1,173.0,5,Manual,Blanco,13,True,Baleares
20295,AUDI,20990,Diésel,2016.0,155000,190.0,5,Automático,Azul,39,True,Zaragoza
20296,KIA,9490,Gasolina,2019.0,19115,67.0,5,Manual,Rojo,20,True,Barcelona
20298,VOLKSWAGEN,8900,Diésel,2011.0,132000,105.0,5,Manual,Gris / Plata,13,True,Las Palmas
20299,FORD,10390,Diésel,2017.0,142064,120.0,5,Manual,Blanco,19,True,Madrid
