,make,price,fuel,year,kms,power,doors,shift,color,photos,is_professional,province
15936,KIA,6900,Gasolina,2012.0,54348,105.0,5,Manual,Blanco,32,True,Zaragoza
15938,MERCEDES-BENZ,18990,Diésel,2017.0,40743,136.0,5,Automático,Rojo,51,True,Madrid
15939,MERCEDES-BENZ,43900,Diésel,2020.0,12000,163.0,5,Automático,Blanco,11,True,Castellón
15940,MINI,12990,Diésel,2016.0,85000,95.0,5,Manual,Blanco,38,True,Madrid
15941,RENAULT,25583,Eléctrico,2020.0,4754,108.0,5,Automático,Gris / Plata (GRIS HIGLAND),27,True,Cáceres
15942,SAAB,3500,Gasolina,2001.0,165000,185.0,5,Manual,Gris / Plata,10,False,Guipúzcoa
15943,RENAULT,9000,Eléctrico,2016.0,12000,60.0,3,Automático,Blanco,16,True,Girona
15945,AUDI,17900,Diésel,2012.0,165500,177.0,5,Automático,Blanco,8,True,Barcelona
15946,MERCEDES-BENZ,38900,Gasolina,2015.0,51900,360.0,5,Automático,Gris / Plata,28,True,Pontevedra
15947,NISSAN,9900,Diésel,2012.0,122000,110.0,5,Manual,Azul,3,False,Vizcaya
15948,SEAT,2200,Gasolina,2004.0,153000,75.0,5,Manual,Azul,4,False,Madrid
15949,ALFA ROMEO,33300,Diésel,2019.0,1,160.0,4,Manual,Azul (AZUL MISANO),27,True,Madrid
15950,NISSAN,10200,Gasolina,2017.0,60000,115.0,5,Manual,Gris / Plata,4,False,Tenerife
15952,ALFA ROMEO,13500,Diésel,2018.0,73000,120.0,5,Automático,Gris / Plata,10,False,Valencia
15953,VOLKSWAGEN,7500,Diésel,2010.0,145552,105.0,5,Automático,Granate,10,False,Barcelona
15954,MERCEDES-BENZ,4000,Gasolina,2006.0,142000,95.0,3,Manual,Rojo,6,False,Almería
15955,HYUNDAI,3900,Diésel,2009.0,57000,110.0,5,Manual,Gris / Plata,9,False,Madrid
15956,FIAT,16240,Híbrido,2020.0,1,70.0,3,Manual,Granate (BURDEUX OPERA),23,True,Madrid
15957,AUDI,10990,Diésel,2009.0,148000,240.0,5,Automático,Negro,18,True,Barcelona
15958,VOLKSWAGEN,6490,Gasolina,2005.0,205587,241.0,5,Automático,Negro,23,False,Madrid
15961,AUDI,32500,Diésel,2015.0,48605,150.0,5,Manual,Negro,6,True,Las Palmas
15962,MERCEDES-BENZ,48254,Diésel,2017.0,16535,194.0,2,Automático,Gris / Plata (PLATA IRIDIO),11,True,Madrid
15964,BMW,34999,Diésel,2016.0,97700,258.0,5,Automático,475 Black Sapphire (metalizado),11,True,Málaga
15965,PEUGEOT,16950,Gasolina,2020.0,9311,110.0,5,Manual,Gris / Plata (GRIS ARTENSE),23,True,Toledo
15967,BMW,22500,Eléctrico,2018.0,55000,170.0,5,Automático,Blanco (Capparis-weiss/BMW i blau),27,True,Madrid
15968,DACIA,10300,Gasolina,2018.0,22000,90.0,5,Manual,Azul,16,True,Alicante
15970,OPEL,10450,Diésel,2016.0,114000,120.0,5,Manual,Gris / Plata,27,True,Alicante
15971,TESLA,55000,Eléctrico,2019.0,34757,345.0,4,Automático,Negro,6,False,Madrid
15972,FIAT,18490,Híbrido,2021.0,1,70.0,2,Manual,Verde,27,True,Zaragoza
15973,VOLKSWAGEN,7900,Diésel,2014.0,85298,75.0,5,Manual,Blanco,11,True,Madrid
15974,RENAULT,17900,Gasolina,2020.0,7645,140.0,5,Automático,Blanco (BLANCO NACARADO),23,True,Guipúzcoa
15975,OPEL,6900,Diésel,2015.0,183500,110.0,5,Manual,Negro,27,True,Pontevedra
15976,BMW,14900,Diésel,2017.0,88932,116.0,5,Manual,A96 MineralweiÃ? (metalizado),31,True,Las Palmas
15977,TOYOTA,14590,Híbrido,2016.0,76443,136.0,5,Automático,Blanco,1,True,Madrid
15979,MERCEDES-BENZ,21000,Diésel,2018.0,27700,136.0,5,Manual,Blanco,6,False,Barcelona
15980,PEUGEOT,13990,Gasolina,2016.0,52000,130.0,5,Manual,Gris / Plata,28,True,Valencia
15981,LAND-ROVER,46900,Híbrido,2020.0,0,150.0,5,Automático,Gris / Plata,14,True,Toledo
15982,NISSAN,14150,Diésel,2017.0,110000,90.0,4,Manual,Blanco,15,True,Sevilla
15983,NISSAN,8990,Gasolina,2015.0,79999,80.0,5,Automático,Rojo,29,True,Barcelona
15984,CITROEN,5800,Diésel,2016.0,164000,75.0,4,Manual,Blanco,9,True,Guipúzcoa
15987,BMW,8500,Diésel,2010.0,140000,115.0,5,Manual,Blanco,6,False,León
15988,HYUNDAI,15800,Híbrido,2016.0,90000,141.0,5,Automático,Azul,22,True,Teruel
15989,FORD,10490,Gasolina,2015.0,60700,100.0,5,Manual,Gris / Plata,19,True,Valencia
15990,CHRYSLER,23900,Diésel,2011.0,71000,163.0,5,Automático,Negro,28,True,Barcelona
15991,SEAT,21900,Gasolina,2019.0,17815,115.0,5,Manual,1Z1Z Negro MÃ¡gico (metalizado),17,True,A Coruña
15992,SSANGYONG,14950,Diésel,2013.0,78700,155.0,5,Manual,Blanco,50,True,Madrid
15993,MERCEDES-BENZ,67204,Diésel,2020.0,9000,272.0,5,Automático,Negro,16,True,Valencia
15994,MERCEDES-BENZ,84589,Gasolina,2020.0,1,422.0,5,Automático,Gris / Plata (Designo MATE),23,True,Madrid
15995,PEUGEOT,18000,Diésel,2017.0,30000,180.0,5,Automático,Rojo,9,False,Pontevedra
15996,BMW,6600,Diésel,2007.0,230000,177.0,2,Manual,Rojo,8,False,Madrid
15997,VOLKSWAGEN,23990,Gasolina,2017.0,49999,180.0,3,Automático,Blanco,41,True,Vizcaya
15998,OPEL,9000,Gasolina,2018.0,82000,90.0,5,Manual,Azul,11,True,Córdoba
15999,NISSAN,8990,Diésel,2015.0,88000,110.0,5,Manual,Blanco,5,True,Las Palmas
16000,PEUGEOT,16490,Eléctrico,2017.0,4895,67.0,5,Automático,Gris / Plata (GRIS SHARK),23,True,Madrid
16001,KIA,4000,Diésel,2002.0,190000,140.0,5,Manual,Gris / Plata,8,False,Albacete
16003,FORD,14500,Diésel,2016.0,131000,150.0,5,Manual,Gris / Plata,45,True,Ciudad Real
16004,MINI,7500,Gasolina,2008.0,145000,175.0,3,Manual,Gris / Plata,9,False,Barcelona
16005,TOYOTA,8900,Gasolina,2018.0,22700,72.0,5,Manual,Rojo (Bi-Tono Negro),17,True,Madrid
16006,PEUGEOT,3500,Diésel,2008.0,135000,70.0,3,Manual,Negro,9,False,Sevilla
16007,RENAULT,7400,Diésel,2017.0,102861,75.0,5,Manual,Blanco,11,True,Badajoz
16008,ALFA ROMEO,9500,Diésel,2015.0,56000,105.0,5,Manual,Blanco,4,False,Córdoba
16009,AUDI,9990,Diésel,2011.0,170000,143.0,5,Manual,Negro,6,False,Ávila
16010,MAZDA,23766,Gasolina,2019.0,13070,150.0,5,Automático,Blanco,16,True,Valencia
16011,RENAULT,6500,Diésel,2015.0,127056,90.0,3,Manual,Blanco,10,True,Alicante
16012,VOLKSWAGEN,13995,Gasolina,2019.0,29700,115.0,5,Manual,Gris / Plata,24,True,Las Palmas
16013,KIA,24910,Gasolina,2019.0,1,140.0,5,Manual,Azul,12,True,Toledo
16015,FIAT,10850,Diésel,2017.0,88000,120.0,5,Manual,Gris / Plata,35,True,Sevilla
16016,CITROEN,2000,Diésel,2007.0,259000,110.0,5,Manual,Negro,9,True,Girona
16017,CITROEN,9100,Diésel,2017.0,93000,99.0,5,Manual,Blanco,6,False,Cádiz
16018,CITROEN,2990,Gasolina,2008.0,130000,110.0,5,Manual,Negro,20,True,Vizcaya
16019,MERCEDES-BENZ,33890,Diésel,2020.0,9200,160.0,4,Automático,775 Plata Iridio (metalizado),46,True,Málaga
16021,CITROEN,990,Gasolina,2001.0,181390,110.0,5,Manual,Amarillo,16,True,Madrid
16022,NISSAN,35400,Diésel,2019.0,0,150.0,5,Manual,Negro,8,True,Barcelona
16023,FORD,16200,Diésel,2018.0,27332,120.0,5,Manual,Azul,9,True,Madrid
16024,FIAT,6490,Gas licuado (GLP),2018.0,100283,120.0,4,Manual,Negro,34,True,Barcelona
16025,CHEVROLET,2500,Gasolina,2006.0,97000,109.0,5,Manual,Azul,4,False,Madrid
16026,MERCEDES-BENZ,2600,Diésel,2004.0,218000,163.0,5,Automático,Azul,7,False,Lugo
16028,NISSAN,6500,Gasolina,2009.0,270000,140.0,5,Automático,Blanco,9,False,Tarragona
16029,DS,14600,Diésel,2016.0,42124,150.0,5,Manual,Azul (*BAR*),30,True,Barcelona
16030,BMW,29499,Gasolina,2011.0,109000,407.0,2,Automático,Negro,18,True,Murcia
16031,SEAT,17900,Gasolina,2019.0,5756,130.0,5,Manual,Gris (tela),33,True,Zaragoza
16032,VOLKSWAGEN,11400,Diésel,2009.0,130000,140.0,5,Manual,Negro,9,True,Barcelona
16033,PEUGEOT,15500,Diésel,2016.0,106000,150.0,4,Manual,Gris / Plata,31,True,Badajoz
16034,KIA,11900,Diésel,2017.0,69000,110.0,5,Manual,Blanco (CUDE CLEAR WHITE S),10,True,Alicante
16035,FIAT,10500,Gasolina,2019.0,11415,85.0,3,Manual,Blanco,20,True,Asturias
16036,HYUNDAI,1500,Gasolina,2000.0,208000,90.0,5,Manual,Blanco,12,False,Girona
16037,AUDI,16900,Gasolina,2013.0,118900,170.0,5,Manual,Blanco,22,True,Albacete
16038,AUDI,6900,Diésel,2006.0,160000,130.0,4,Automático,Negro,4,True,Lleida
16039,AUDI,44900,Diésel,2016.0,52098,320.0,5,Automático,Gris / Plata,9,True,Huelva
16040,DACIA,7500,Gasolina,2018.0,44229,73.0,5,Manual,Blanco,26,True,Girona
16041,BMW,6999,Diésel,2008.0,199000,143.0,3,Manual,Blanco,19,True,Barcelona
16042,NISSAN,18099,Diésel,2018.0,66796,130.0,5,Manual,326 Blanco (sÃ³lido),9,True,Sevilla
16043,LAND-ROVER,25900,Diésel,2008.0,125000,122.0,3,Manual,Verde,10,False,Málaga
16045,PEUGEOT,10825,Gasolina,2017.0,41203,82.0,5,Manual,Verde (Esmeralda),5,True,Tenerife
16046,MERCEDES-BENZ,16999,Diésel,2011.0,173000,265.0,2,Automático,Gris / Plata,44,True,Jaén
16047,AUDI,56990,Gasolina,2014.0,149000,560.0,5,Automático,Gris / Plata (Oscuro/Mate),34,True,Madrid
16048,SEAT,12450,Diésel,2018.0,77000,115.0,5,Manual,Gris / Plata (MET Pintura metalizada),19,True,Valencia
16049,LAND-ROVER,25900,Diésel,2014.0,124000,211.0,5,Automático,Gris / Plata,18,True,Córdoba
16050,PEUGEOT,19400,Diésel,2018.0,55887,130.0,4,Manual,Blanco,1,True,Álava
16051,CITROEN,11500,Diésel,2015.0,119896,140.0,4,Manual,Azul,1,True,Madrid
16052,RENAULT,19290,Gasolina,2018.0,10336,140.0,5,Manual,Gris / Plata (GRIS CASIOPEA),12,True,Madrid
16053,MERCEDES-BENZ,7800,Diésel,2007.0,180000,224.0,5,Automático,Gris / Plata,10,False,Madrid
16055,JAGUAR,38900,Gasolina,2016.0,66066,340.0,4,Automático,ULTIMATE BLACK,9,True,Madrid
16056,RENAULT,6990,Diésel,2012.0,175000,110.0,5,Manual,Negro,32,True,Zaragoza
16057,TOYOTA,17900,Híbrido,2017.0,95200,122.0,5,Automático,Gris / Plata (Gris diamante bitono),24,True,Segovia
16058,CITROEN,16900,Diésel,2017.0,49515,120.0,5,Automático,Rojo (*ALI*),32,True,Madrid
16059,LAND-ROVER,27990,Diésel,2017.0,128089,150.0,5,Automático,Azul,33,True,Madrid
16062,BMW,44000,Diésel,2015.0,120000,313.0,5,Automático,Negro,12,True,Asturias
16063,BMW,8990,Diésel,2008.0,299990,218.0,5,Automático,Verde,28,True,Sevilla
16065,HYUNDAI,8490,Gasolina,2018.0,79990,87.0,5,Manual,Blanco,30,True,Madrid
16066,FORD,8600,Diésel,2017.0,97000,75.0,4,Manual,Blanco,23,True,Burgos
16067,HYUNDAI,700,Gasolina,2000.0,280000,116.0,5,Manual,Gris / Plata,6,False,Málaga
16068,PORSCHE,43990,Diésel,2014.0,84906,258.0,5,Automático,Negro (negro),54,True,Madrid
16070,MERCEDES-BENZ,6000,Diésel,2009.0,173720,190.0,5,Automático,Gris / Plata,6,False,Zamora
16071,BMW,19049,Gasolina,2016.0,96216,184.0,5,Automático,300 AlpinweiÃ? (sÃ³lido),12,True,Málaga
16072,SEAT,26990,Gasolina,2017.0,28917,300.0,5,Automático,Negro,38,True,Barcelona
16073,SEAT,16290,Gasolina,2019.0,10779,115.0,5,Manual,Blanco,20,True,Madrid
16074,PEUGEOT,12000,Gasolina,2019.0,20000,110.0,5,Manual,Blanco,4,False,Madrid
16075,TOYOTA,13990,Híbrido,2016.0,36000,136.0,5,Automático,Blanco,7,False,Barcelona
16076,FERRARI,210000,Gasolina,2016.0,10500,670.0,2,Automático,Negro,15,True,Madrid
16077,CITROEN,11500,Diésel,2017.0,27545,75.0,5,Manual,Gris / Plata,19,True,Madrid
16079,RENAULT,800,Diésel,2002.0,215000,105.0,5,Manual,Blanco,6,False,Madrid
16080,NISSAN,10400,Diésel,2017.0,74107,90.0,5,Manual,ZY2 Solid White (sÃ³lido),25,True,Almería
16081,VOLKSWAGEN,1200,Diésel,2003.0,395000,100.0,4,Manual,Azul,9,True,Asturias
16082,SKODA,10490,Gasolina,2018.0,30000,75.0,5,Manual,Gris / Plata,13,True,Sevilla
16083,BMW,31500,Diésel,2017.0,43351,190.0,5,Automático,B39 Mineralgrau (metalizado),4,True,Ávila
16084,KIA,10790,Gasolina,2020.0,16500,67.0,5,Manual,Blanco (Tela Negra),14,True,Vizcaya
16085,ALFA ROMEO,8000,Diésel,2010.0,192000,210.0,3,Manual,Azul,9,False,Valencia
16086,RENAULT,1100,Diésel,1988.0,147345,55.0,5,Manual,Blanco,7,False,Toledo
16087,MINI,16900,Gasolina,2017.0,58212,136.0,3,Manual,Gris / Plata (A62 White Silver Metalizada),19,True,Palencia
16088,BMW,15000,Diésel,2008.0,182000,235.0,5,Automático,Gris / Plata,18,False,Girona
16089,NISSAN,9000,Diésel,2011.0,116350,150.0,5,Manual,Rojo,8,False,Barcelona
16091,MERCEDES-BENZ,46995,Diésel,2020.0,1,194.0,4,Automático,Blanco (Blanco Polar),16,True,Madrid
16093,PEUGEOT,16650,Gasolina,2020.0,100,110.0,5,Manual,Blanco,27,True,Alicante
16094,OPEL,795,Diésel,2001.0,370000,100.0,3,Manual,Blanco,10,True,Madrid
16095,NISSAN,11900,Diésel,2017.0,85759,110.0,5,Manual,Negro (negro),15,True,Salamanca
16096,BMW,16000,Diésel,2012.0,184000,163.0,4,Manual,Negro,9,False,Barcelona
16097,SKODA,12990,Diésel,2018.0,129990,150.0,5,Manual,Negro,27,True,Madrid
16098,KIA,12900,Gasolina,2013.0,69000,135.0,5,Manual,Blanco,10,True,La Rioja
16099,VOLKSWAGEN,18500,Diésel,2016.0,114728,115.0,5,Manual,Azul,46,True,Asturias
16100,AUDI,29000,Gasolina,2009.0,92411,354.0,2,Automático,Blanco,27,True,Madrid
16101,AUDI,30499,Diésel,2016.0,89000,272.0,5,Automático,Negro,12,False,Murcia
16102,LANCIA,2500,Gasolina,1989.0,260000,45.0,3,Manual,Rojo,3,False,Guadalajara
16103,BMW,25000,Diésel,2012.0,107000,245.0,4,Automático,Negro,7,False,Granada
16104,TOYOTA,7900,Gasolina,2018.0,30997,72.0,5,Manual,Gris / Plata,8,True,Baleares
16105,MERCEDES-BENZ,33800,Híbrido,2019.0,4238,184.0,4,Automático,Gris / Plata (SELENITA),21,True,Madrid
16106,OPEL,14980,Diésel,2018.0,102259,110.0,5,Manual,Rojo (rojo oscuro),54,True,Madrid
16108,PEUGEOT,20900,Diésel,2017.0,103149,120.0,5,Automático,Rojo,17,True,Sevilla
16109,SKODA,10780,Diésel,2015.0,123037,110.0,5,Manual,Blanco (blanco),54,True,Burgos
16110,KIA,15990,Diésel,2015.0,42800,115.0,5,Manual,Blanco,25,True,Vizcaya
16112,KIA,11000,Diésel,2011.0,122000,136.0,5,Manual,Gris / Plata,4,False,Asturias
16113,RENAULT,7700,Diésel,2017.0,90604,75.0,5,Manual,369 Blanco Glaciar (opaco),27,True,Barcelona
16114,MERCEDES-BENZ,13900,Diésel,2015.0,215000,114.0,4,Manual,Blanco,7,True,Lugo
16115,HYUNDAI,11300,Gasolina,2019.0,22500,66.0,5,Manual,Azul,9,True,Girona
16116,PEUGEOT,15490,Diésel,2018.0,46000,100.0,5,Manual,Gris / Plata,14,True,Sevilla
16118,HYUNDAI,17900,Diésel,2018.0,46000,115.0,5,Manual,Gris / Plata,11,True,Barcelona
16120,PEUGEOT,22000,Diésel,2019.0,9000,163.0,2,Manual,Blanco,15,True,Sevilla
16121,FIAT,9700,Gasolina,2018.0,65000,69.0,2,Manual,Blanco,23,True,Barcelona
16123,JAGUAR,20500,Gasolina,2010.0,150000,385.0,4,Automático,Negro,53,True,Madrid
16124,HONDA,2400,Diésel,2004.0,294679,140.0,4,Manual,Gris / Plata,24,True,Madrid
16125,RENAULT,13900,Diésel,2016.0,49424,110.0,5,Manual,Rojo (*LRO*),35,True,Barcelona
16128,SEAT,18900,Gasolina,2019.0,26000,150.0,5,Manual,Blanco,8,True,Tarragona
16129,FERRARI,199900,Gasolina,2013.0,29900,570.0,2,Automático,Blanco (ceramico),43,True,Burgos
16130,SEAT,8950,Diésel,2017.0,133000,90.0,5,Manual,Gris / Plata,6,True,Barcelona
16131,OPEL,27900,Diésel,2020.0,10,122.0,5,Automático,Azul,27,True,Alicante
16132,ALFA ROMEO,7000,Diésel,2011.0,140000,105.0,5,Manual,Rojo,4,False,Albacete
16133,DACIA,8490,Diésel,2016.0,121200,90.0,5,Manual,Blanco,23,True,Valencia
16134,MERCEDES-BENZ,11000,Diésel,2018.0,109000,95.0,5,Manual,Blanco,11,True,Madrid
16135,FIAT,11999,Gasolina,2017.0,60000,110.0,5,Automático,Beige,24,True,Las Palmas
16138,MERCEDES-BENZ,31500,Diésel,2016.0,98600,194.0,5,Automático,Azul (MET Pintura metalizada),35,True,Lleida
16139,OPEL,6700,Diésel,2017.0,104000,75.0,5,Manual,Marrón,17,True,Valencia
16140,VOLVO,36490,Diésel,2015.0,125462,225.0,5,Automático,Negro,28,True,Málaga
16141,OPEL,26700,Eléctrico,2020.0,5,136.0,5,Automático,Blanco,15,True,Alicante
16142,BMW,17700,Gasolina,2018.0,44953,136.0,5,Automático,Azul,23,True,Barcelona
16144,PEUGEOT,8100,Diésel,2014.0,118484,115.0,5,Manual,M0KU Dark Blue (metalizado),31,True,Madrid
16145,FIAT,12300,Gasolina,2019.0,20264,69.0,2,Manual,Blanco,12,True,Barcelona
16146,VOLKSWAGEN,14399,Diésel,2016.0,53044,110.0,5,Manual,0Q0Q Blanco Puro (especial),10,True,Valencia
16149,RENAULT,10990,Gasolina,2018.0,17600,76.0,5,Manual,Gris / Plata,27,True,Lleida
16150,SEAT,13500,Gasolina,2011.0,115120,150.0,5,Manual,Gris Hoja (metalizada),20,True,Madrid
16151,FORD,6800,Diésel,2007.0,216000,130.0,5,Automático,Negro,19,True,Pontevedra
16154,OPEL,22400,Diésel,2020.0,10,130.0,5,Manual,Negro (DISPONIBLE EN MÁS COLORES),53,True,Alicante
16155,FIAT,13990,Gas licuado (GLP),2018.0,46100,120.0,5,Manual,Gris / Plata,54,True,Salamanca
16156,AUDI,15900,Diésel,2015.0,91500,110.0,5,Manual,Blanco,33,True,Madrid
16157,HYUNDAI,6100,Diésel,2013.0,126146,115.0,5,Manual,Rojo,37,True,Cádiz
16158,VOLKSWAGEN,14790,Diésel,2016.0,109000,150.0,5,Manual,Azul,32,True,Madrid
16159,SEAT,9900,Diésel,2014.0,120000,105.0,5,Manual,Gris / Plata,10,True,Sevilla
16160,OPEL,4650,Diésel,2015.0,126000,75.0,3,Manual,Blanco,8,True,Barcelona
16161,VOLKSWAGEN,6200,Diésel,2008.0,174238,105.0,5,Manual,Negro,16,False,Málaga
16162,CITROEN,12900,Diésel,2017.0,121000,114.0,5,Manual,Blanco,21,True,Madrid
16164,OPEL,8390,Diésel,2016.0,127000,110.0,5,Manual,Blanco,7,True,Valencia
16166,SKODA,12990,Diésel,2016.0,132800,150.0,5,Automático,Gris / Plata (OSCURO),9,True,Albacete
16167,FORD,10990,Gasolina,2013.0,42579,125.0,5,Manual,Blanco,8,True,Las Palmas
16168,HYUNDAI,11500,Gasolina,2019.0,23,66.0,5,Manual,Rojo,14,True,Cádiz
16169,CHRYSLER,8950,Diésel,2008.0,187000,150.0,5,Automático,Negro,9,False,Madrid
16170,BMW,5600,Diésel,2006.0,269000,150.0,5,Manual,Gris / Plata,3,False,Madrid
16171,PORSCHE,37000,Gasolina,2007.0,144000,325.0,2,Automático,Gris / Plata,12,True,Madrid
16172,HYUNDAI,2000,Diésel,2006.0,165000,110.0,5,Automático,Gris / Plata,6,False,Barcelona
16174,CITROEN,12990,Gasolina,2018.0,33912,82.0,5,Manual,Gris / Plata,19,True,Tarragona
16176,LEXUS,46900,Híbrido,2020.0,1200,197.0,5,Automático,Gris / Plata,19,True,Barcelona
16179,RENAULT,7500,Diésel,2015.0,190000,130.0,5,Manual,Gris / Plata,10,False,Barcelona
16180,PEUGEOT,14900,Diésel,2016.0,105500,180.0,4,Automático,Gris / Plata,25,True,Lleida
16181,BMW,15449,Diésel,2015.0,108049,163.0,5,Manual,668 Schwarz (sÃ³lido),16,True,Madrid
16182,AUDI,18000,Diésel,2009.0,137000,240.0,5,Automático,Gris / Plata,12,False,Alicante
16184,MAZDA,27990,Gasolina,2021.0,5,122.0,5,Manual,Rojo (Soul Red Crystal),35,True,Ávila
16185,BMW,25795,Diésel,2020.0,1035,116.0,5,Manual,Blanco (300 Pintura sÃ³lida Alpinweiss),14,True,Pontevedra
16186,MERCEDES-BENZ,44000,Gasolina,2016.0,36000,381.0,5,Automático,Blanco,28,True,Badajoz
16187,BMW,19480,Diésel,2015.0,102000,143.0,5,Manual,Gris / Plata,37,True,Valencia
16188,OPEL,26900,Diésel,2020.0,10,130.0,5,Manual,Granate,54,True,Valencia
16189,AUDI,3499,Gasolina,2002.0,129999,130.0,4,Manual,Gris / Plata,8,True,Madrid
16190,MITSUBISHI,7000,Diésel,1989.0,400000,87.0,4,Manual,Blanco,10,False,Navarra
16191,PORSCHE,99900,Híbrido enchufable,2019.0,29520,462.0,5,Automático,Azul (Azul noche metalizado),24,True,Barcelona
16192,MINI,16900,Diésel,2014.0,61247,116.0,3,Automático,Negro (MET Pintura metalizada),26,True,Cantabria
16193,AUDI,22900,Diésel,2017.0,89554,190.0,5,Automático,Negro (A2A2 Negro Brillante),20,True,Madrid
16195,VOLKSWAGEN,43900,Diésel,2019.0,45000,150.0,4,Manual,Amarillo,8,False,Barcelona
16197,HYUNDAI,15500,Gasolina,2020.0,80,100.0,5,Manual,Gris / Plata,6,True,Tarragona
16198,SKODA,11999,Diésel,2016.0,179500,110.0,5,Manual,Gris / Plata,54,True,Burgos
16199,AUDI,4800,Gasolina,2006.0,275000,220.0,5,Automático,Verde,17,True,Madrid
16200,TOYOTA,9150,Gasolina,2015.0,33850,69.0,5,Manual,Azul (X-CYAN AZUL),22,True,Barcelona
16201,NISSAN,11000,Gasolina,2013.0,56000,115.0,5,Manual,Rojo,5,False,Alicante
16203,MINI,8000,Gasolina,2007.0,150000,116.0,2,Manual,Negro,14,False,Barcelona
16204,PEUGEOT,4499,Diésel,2011.0,123000,92.0,5,Manual,Gris / Plata,14,True,Vizcaya
16205,MINI,4950,Gasolina,2007.0,117000,120.0,3,Manual,Rojo,14,False,Barcelona
16206,PEUGEOT,16490,Diésel,2018.0,12992,120.0,5,Manual,Negro,14,True,Barcelona
16207,CITROEN,12300,Diésel,2015.0,102218,120.0,5,Manual,Marrón,19,True,Madrid
16209,BMW,24000,Diésel,2018.0,42000,190.0,5,Automático,Blanco,9,False,Barcelona
16210,AUDI,12499,Diésel,2014.0,83500,105.0,3,Manual,Negro,54,True,Alicante
16212,VOLKSWAGEN,23900,Eléctrico,2019.0,27929,136.0,5,Automático,2T2T Negro Profundo (efecto perla),13,True,Madrid
16213,MERCEDES-BENZ,29990,Gasolina,2018.0,44000,211.0,5,Automático,Rojo,22,True,Guipúzcoa
16214,FIAT,9890,Diésel,2017.0,72767,90.0,5,Manual,Blanco,33,True,Madrid
16215,MERCEDES-BENZ,78500,Diésel,2020.0,7500,272.0,5,Automático,Blanco,18,True,Madrid
16217,MERCEDES-BENZ,25500,Diésel,2018.0,21782,114.0,4,Manual,Azul,16,True,Madrid
16219,SUBARU,24999,Gasolina,2017.0,30000,200.0,2,Manual,Azul,8,False,Alicante
16220,RENAULT,31400,Diésel,2020.0,1,145.0,5,Automático,Blanco (VARIAS UNIDADES Y COLORES),10,True,Madrid
16221,CITROEN,8000,Diésel,2014.0,69500,114.0,5,Manual,Gris / Plata,8,False,Madrid
16222,CITROEN,7800,Diésel,2015.0,110000,90.0,4,Manual,Blanco,26,True,Cantabria
16224,PEUGEOT,17600,Diésel,2019.0,16474,100.0,5,Manual,Gris / Plata,15,True,Málaga
16225,CITROEN,14900,Diésel,2018.0,95000,100.0,5,Manual,Blanco,9,True,A Coruña
16227,BMW,1400,Gasolina,1996.0,236000,102.0,3,Manual,Blanco,4,False,Barcelona
16228,MERCEDES-BENZ,7900,Diésel,2014.0,180000,136.0,4,Manual,Gris / Plata,12,True,León
16229,VOLKSWAGEN,17900,Gasolina,2011.0,88000,200.0,3,Automático,Blanco,25,True,Barcelona
16230,SEAT,6490,Diésel,2009.0,185000,140.0,5,Manual,Rojo,16,True,Córdoba
16231,BMW,1900,Gasolina,1998.0,85000,113.0,4,Manual,Verde,12,False,Barcelona
16232,PORSCHE,25999,Diésel,2011.0,194500,240.0,5,Automático,Blanco,54,True,Alicante
16233,MINI,15490,Gasolina,2015.0,47282,136.0,3,Automático,Blanco,26,True,Madrid
16234,BMW,16999,Diésel,2011.0,269000,245.0,5,Automático,Gris / Plata,14,True,Salamanca
16235,BMW,23850,Diésel,2016.0,84000,190.0,5,Automático,Negro (met Pintura metalizada),27,True,Barcelona
16236,NISSAN,20700,Diésel,2019.0,9800,115.0,5,Manual,Gris / Plata (Gris plata metalizado),11,True,Cádiz
16237,ROVER,2250,Gasolina,2001.0,185000,103.0,3,Manual,Negro,1,False,Girona
16238,MERCEDES-BENZ,23200,Diésel,2018.0,22000,136.0,5,Automático,Negro,13,False,Alicante
16242,CITROEN,16000,Diésel,2020.0,10000,102.0,5,Manual,Gris / Plata,4,False,Pontevedra
16243,SEAT,21000,Diésel,2020.0,6900,95.0,5,Automático,Gris / Plata (Magnetic),14,True,Barcelona
16244,AUDI,21900,Gasolina,2019.0,42000,116.0,5,Manual,2Y2Y Blanco Glaciar (metalizado),25,True,A Coruña
16245,VOLKSWAGEN,14200,Gasolina,2020.0,13169,80.0,5,Manual,Gris / Plata,27,True,Barcelona
16246,RENAULT,14990,Diésel,2017.0,40178,110.0,5,Manual,Blanco (BLANCO GLACIAR),12,True,Castellón
16247,FORD,14900,Diésel,2017.0,64000,120.0,5,Automático,Blanco,38,False,Alicante
16248,OPEL,13890,Gasolina,2017.0,99000,150.0,5,Automático,GB0 Negro Mineral (metalizado),35,True,Málaga
16249,HYUNDAI,23990,Híbrido enchufable,2019.0,12,141.0,5,Automático,Granate,54,True,Murcia
16251,OPEL,10500,Diésel,2012.0,125000,163.0,5,Manual,Blanco,9,True,A Coruña
16252,TOYOTA,8500,Gasolina,2011.0,139000,132.0,5,Manual,Azul,45,True,Madrid
16253,VOLKSWAGEN,11790,Diésel,2009.0,147000,140.0,5,Manual,Negro (negro brillante),34,True,Cantabria
16255,NISSAN,6500,Diésel,2000.0,195000,100.0,3,Manual,Azul,17,True,Barcelona
